"make","price","mileage","year","location","doors","color","model"
"BMW",26000,"191000 ",2010,"Abu Dhabi",4,"Grey","3-Series"
"Dodge",33500,"158000 ",2013,"Al Falah City, Abu Dhabi",4,"White","Charger"
"Mitsubishi",14000,"330361 ",2013,"Mohammed Bin Zayed City, Abu Dhabi",4,"Gold","Galant"
"Peugeot",60000,"7984 ",2020,"Al Shamkha, Abu Dhabi",3,"White","Expert"
"BMW",25000,"202639 ",2009,"Al Reem Island, Abu Dhabi",5,"White","X5"
"Jeep",16500,"276417 ",2007,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","Grand Cherokee"
"Nissan",45250,"169000 ",2015,"Abu Dhabi",5,"Grey","X-Trail"
"Nissan",280000,"58000 ",2021,"Between Two Bridges (Bain Al Jessrain), Abu Dhabi",4,"White","Patrol"
"Ford",49000,"171517 ",2016,"Abu Dhabi",4,"Black","Explorer"
"Renault",31000,"91218 ",2018,"Abu Dhabi",5,"Brown","Duster"
"Mitsubishi",23000,"227000 ",2014,"Abu Dhabi",4,"Black","Lancer"
"BMW",140000,"70965 ",2016,"Abu Dhabi",4,"Silver","M6"
"Chevrolet",24500,"299990 ",2013,"Airport Street, Abu Dhabi",5,"White","Trailblazer"
"Porsche",125000,"220000 ",2016,"Abu Dhabi",4,"Burgundy","Cayenne"
"BMW",67000,"131000 ",2016,"Al Reem Island, Abu Dhabi",2,"White","2-Series"
"BMW",95000,"108000 ",2017,"Rawdhat Abu Dhabi, Abu Dhabi",4,"White","3-Series"
"Mercedes-Benz",130000,"160000 ",2017,"Abu Dhabi",2,"Black","C-Class Coupe"
"Audi",155000,"109000 ",2019,"Khalifa City A, Abu Dhabi",4,"Grey","A6"
"Ford",11500,"220000 ",2003,"Abu Dhabi",2,"Grey","Mustang"
"Chevrolet",199000,"40000 ",2019,"Al Shawamekh, Abu Dhabi",2,"Grey","Corvette"
"Mercedes-Benz",260000,"80000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","E-Class"
"BMW",60000,"200000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Brown","7-Series"
"Volkswagen",70000,"150000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Grey","Touareg"
"Porsche",120000,"140000 ",2014,"Al Shawamekh, Abu Dhabi",2,"Grey","Cayman"
"Maserati",135000,"100000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Black","Quattroporte"
"Nissan",205000,"120000 ",2020,"Al Shawamekh, Abu Dhabi",4,"Grey","Patrol"
"Jeep",150000,"30000 ",2021,"Al Shawamekh, Abu Dhabi",2,"Black","Wrangler"
"Mercedes-Benz",150000,"225000 ",2014,"Al Shawamekh, Abu Dhabi",4,"White","S-Class"
"Porsche",215000,"130000 ",2020,"Al Shawamekh, Abu Dhabi",4,"Grey","Macan"
"Mercedes-Benz",140000,"252000 ",2015,"Mohammed Bin Zayed City, Abu Dhabi",4,"Blue","S-Class"
"Mercedes-Benz",179000,"72000 ",2014,"Abu Dhabi",4,"White","S-Class"
"Hyundai",25000,"85000 ",2015,"Khalifa City A, Abu Dhabi",4,"Silver","Accent"
"Hyundai",38500,"132000 ",2017,"Al Shawamekh, Abu Dhabi",5,"White","Sonata"
"Nissan",34000,"232000 ",2014,"Al Shawamekh, Abu Dhabi",4,"White","Navara"
"Mercedes-Benz",43000,"207000 ",2014,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","C-Class"
"Mercedes-Benz",21000,"196000 ",2006,"Yas Island, Abu Dhabi",4,"Black","S-Class"
"Toyota",26500,"150000 ",2016,"Al Mushrif, Abu Dhabi",4,"White","Yaris"
"Chevrolet",50000,"37000 ",2020,"Tourist Club Area (TCA), Abu Dhabi",5,"White","Equinox"
"Ford",235000,"42000 ",2020,"Al Shawamekh, Abu Dhabi",3,"Grey","Pickup"
"Toyota",45000,"154000 ",2007,"Between Two Bridges (Bain Al Jessrain), Abu Dhabi",2,"Grey","FJ Cruiser"
"Mercedes-Benz",75000,"100300 ",2013,"Abu Dhabi",5,"Brown","M-Class"
"Lexus",695000,"6000 ",2023,"Al Shamkha, Abu Dhabi",4,"Black","LX600"
"Lexus",50000,"290000 ",2015,"Al Bateen, Abu Dhabi",4,"Black","ES-Series"
"Nissan",66000,"175000 ",2013,"Abu Dhabi",5,"White","Patrol"
"Mercedes-Benz",309000,"90000 ",2018,"Al Shawamekh, Abu Dhabi",2,"White","S-Class"
"Land Rover",90000,"167000 ",2015,"Al Reem Island, Abu Dhabi",5,"White","Discovery"
"Hyundai",27500,"53000 ",2016,"Abu Dhabi",4,"White","Accent"
"BMW",92000,"178000 ",2012,"The Marina, Abu Dhabi",2,"White","3-Series"
"Land Rover",39000,"120000 ",2010,"Abu Dhabi Gate City (Officers City), Abu Dhabi",4,"Brown","Range Rover"
"Nissan",36500,"134000 ",2015,"Al Rawdah, Abu Dhabi",5,"White","Murano"
"Tesla",239000,"24500 ",2022,"Al Bateen, Abu Dhabi",4,"White","Model Y"
"GMC",128000,"142000 ",2018,"Al Shawamekh, Abu Dhabi",4,"Black","Sierra"
"Toyota",118000,"42000 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Hiace"
"Chevrolet",45000,"116000 ",2018,"Al Shawamekh, Abu Dhabi",4,"Silver","Malibu"
"Porsche",60000,"173000 ",2012,"Al Shawamekh, Abu Dhabi",4,"White","Cayenne"
"Nissan",75000,"117000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","X-Trail"
"Mercedes-Benz",89000,"173000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Black","GL-Class"
"Toyota",73000,"103000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","Rav 4"
"Mitsubishi",45000,"148000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Grey","Pajero"
"Audi",44000,"154000 ",2012,"Al Shawamekh, Abu Dhabi",4,"White","A8"
"Nissan",180000,"61000 ",2020,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Nissan",49000,"97000 ",2018,"Al Shawamekh, Abu Dhabi",4,"White","Altima"
"Mitsubishi",72000,"90000 ",2018,"Al Shawamekh, Abu Dhabi",4,"Grey","Montero Sport"
"Toyota",365000,"34000 ",2022,"Al Bateen, Abu Dhabi",5,"White","Land Cruiser"
"Nissan",52000,"96000 ",2018,"Al Nahyan, Abu Dhabi",4,"Silver","Maxima"
"GMC",299000,"0 ",2023,"Airport Street, Abu Dhabi",5,"White","Yukon"
"Ford",65000,"170000 ",2014,"Al Shamkha, Abu Dhabi",2,"White","F-Series Pickup"
"Nissan",21500,"95000 ",2012,"Mohammed Bin Zayed City, Abu Dhabi",4,"Gold","Tiida"
"Nissan",49000,"38000 ",2019,"Mohammed Bin Zayed City, Abu Dhabi",4,"White","Kicks"
"BMW",35500,"150000 ",2010,"Al Shawamekh, Abu Dhabi",2,"Grey","Z4"
"Mitsubishi",74000,"79000 ",2019,"Al Shawamekh, Abu Dhabi",4,"White","Pajero"
"Jeep",39000,"200000 ",2011,"Al Shawamekh, Abu Dhabi",2,"Orange","Wrangler"
"Nissan",75000,"227000 ",2014,"Mohammed Bin Zayed City, Abu Dhabi",5,"Black","Patrol"
"Jaguar",40000,"160000 ",2013,"Zayed City (Khalifa City C), Abu Dhabi",4,"Black","XJ6"
"Nissan",61000,"166000 ",2015,"Abu Dhabi",5,"Brown","Pathfinder"
"Jeep",25500,"199000 ",2016,"Liwa Street, Abu Dhabi",4,"White","Compass"
"Nissan",24500,"199220 ",2011,"Abu Dhabi",5,"White","Xterra"
"Toyota",65000,"107000 ",2016,"Between Two Bridges (Bain Al Jessrain), Abu Dhabi",4,"White","Rav 4"
"Toyota",56000,"180000 ",2015,"Al Karamah, Abu Dhabi",4,"Black","Avalon"
"Nissan",19500,"245000 ",2011,"Abu Dhabi",4,"White","Altima"
"Nissan",28000,"206000 ",2016,"Mohammed Bin Zayed City, Abu Dhabi",4,"Brown","Altima"
"Mercedes-Benz",67000,"154000 ",2015,"Zayed City (Khalifa City C), Abu Dhabi",4,"Grey","CLA"
"Ford",29500,"198000 ",2013,"Corniche Road, Abu Dhabi",5,"Blue","Edge"
"Alfa Romeo",16000,"163973 ",2014,"Al Salam street, Abu Dhabi",2,"Black","Mito"
"Land Rover",22000,"328000 ",2009,"Abu Dhabi",4,"White","Range Rover Sport"
"BMW",439000,"12000 ",2022,"Al Shawamekh, Abu Dhabi",5,"Black","X6"
"Mercedes-Benz",115000,"83000 ",2015,"Mussafah, Abu Dhabi",4,"Black","S-Class"
"BMW",48000,"189000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Silver","5-Series"
"Toyota",32000,"212000 ",2013,"Abu Dhabi",3,"White","Hiace"
"Jaguar",39999,"283000 ",2013,"Shakhbout City (Khalifa City B), Abu Dhabi",4,"Grey","XJ6"
"Ford",94000,"43000 ",2020,"Al Shawamekh, Abu Dhabi",4,"Black","Ranger"
"Fiat",20000,"131000 ",2011,"Khalifa City A, Abu Dhabi",3,"Red","Fiat-500"
"Mercedes-Benz",21000,"299000 ",2008,"Abu Dhabi Gate City (Officers City), Abu Dhabi",4,"Blue","C-Class"
"Nissan",38000,"142000 ",2014,"Al Mushrif, Abu Dhabi",4,"White","Pathfinder"
"Subaru",39500,"159000 ",2016,"Abu Dhabi",5,"White","Legacy"
"Toyota",79000,"57000 ",2017,"Corniche Road, Abu Dhabi",5,"Silver","Rav 4"
"Land Rover",440000,"400 ",2023,"Abu Dhabi",4,"Black","Defender"
"Nissan",34996,"103572 ",2017,"Al Reem Island, Abu Dhabi",5,"Black","Altima"
"Audi",33000,"200000 ",2012,"Abu Dhabi",4,"White","A4"
"Mercedes-Benz",485000,"17000 ",2021,"Al Reem Island, Abu Dhabi",4,"Black","S-Class"
"Nissan",83000,"173000 ",2013,"Mohammed Bin Zayed City, Abu Dhabi",5,"White","Patrol"
"Volkswagen",67000,"123000 ",2016,"Sheikh Khalifa Bin Zayed Street, Abu Dhabi",4,"Beige","Golf R"
"Nissan",279000,"0 ",2022,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Patrol"
"Haval",79900,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","H2"
"BMW",27500,"217000 ",2011,"Al Khalidiyah, Abu Dhabi",4,"Black","5-Series"
"BMW",230000,"31500 ",2018,"Al Ras Al Akhdar, Abu Dhabi",2,"Blue","4-Series"
"Mercedes-Benz",925000,"14000 ",2022,"Zayed City (Khalifa City C), Abu Dhabi",4,"Black","G-Class"
"Toyota",84000,"144000 ",2022,"Al Falah City, Abu Dhabi",4,"White","Hilux"
"Toyota",42000,"164489 ",2015,"Al Markaziya, Abu Dhabi",4,"Silver","Corolla"
"BMW",64000,"181000 ",2016,"Al Muroor, Abu Dhabi",2,"White","4-Series"
"GMC",1e+05,"166000 ",2017,"Mohammed Bin Zayed City, Abu Dhabi",4,"Grey","Sierra"
"Honda",15000,"333000 ",2008,"Electra Street, Abu Dhabi",4,"White","Jazz"
"Mercedes-Benz",110000,"144000 ",2016,"Khalifa City A, Abu Dhabi",4,"Grey","GLE-Class"
"Mitsubishi",38000,"185000 ",2016,"Al Hosn, Abu Dhabi",5,"Burgundy","Pajero"
"Chevrolet",15000,"362000 ",2009,"Abu Dhabi",4,"Red","Lumina"
"MINI",40000,"208000 ",2016,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"Yellow","Cooper"
"Nissan",33500,"270000 ",2014,"Mussafah, Abu Dhabi",3,"White","Urvan"
"Toyota",83000,"290000 ",2014,"Abu Dhabi",2,"Grey","FJ Cruiser"
"Nissan",19500,"224000 ",2013,"Abu Dhabi",4,"White","Sentra"
"Ford",24000,"178000 ",2012,"Al Reem Island, Abu Dhabi",4,"Black","Edge"
"Mercedes-Benz",108000,"70000 ",2017,"Al Reem Island, Abu Dhabi",2,"White","C-Class Coupe"
"MINI",185000,"3400 ",2022,"Al Reem Island, Abu Dhabi",4,"Grey","Countryman"
"Mitsubishi",36000,"114000 ",2016,"Al Shawamekh, Abu Dhabi",4,"White","L200"
"MINI",63000,"166000 ",2015,"Al Bateen, Abu Dhabi",2,"Green","Paceman"
"Kia",89500,"49500 ",2021,"Al Reem Island, Abu Dhabi",4,"Grey","K5"
"Mercedes-Benz",42000,"175606 ",2010,"Al Markaziya, Abu Dhabi",5,"Brown","E-Class"
"Land Rover",112000,"82000 ",2014,"Al Shamkha, Abu Dhabi",4,"White","Range Rover"
"Dodge",223000,"34000 ",2022,"Al Shawamekh, Abu Dhabi",4,"Grey","Ram"
"Kia",62500,"89000 ",2017,"Al Shawamekh, Abu Dhabi",4,"Grey","Sportage"
"Toyota",13000,"400000 ",2008,"Abu Dhabi",4,"White","Yaris"
"Volkswagen",12000,"145000 ",2007,"Al Muroor, Abu Dhabi",2,"Yellow","Beetle"
"Mitsubishi",24500,"289000 ",2016,"Mussafah, Abu Dhabi",4,"White","Lancer"
"Audi",65000,"145000 ",2013,"Al Aman, Abu Dhabi",4,"White","S7/RS7"
"Mercedes-Benz",53000,"180000 ",2014,"Al Matar, Abu Dhabi",4,"White","C-Class"
"Chevrolet",65000,"230000 ",2016,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",2,"White","Silverado"
"Bentley",245000,"48000 ",2014,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",2,"Gold","Continental GT"
"Mercedes-Benz",69000,"178 ",2015,"Al Muroor, Abu Dhabi",4,"White","CLA"
"Chevrolet",43000,"170 ",2015,"Al Hosn, Abu Dhabi",4,"Grey","Traverse"
"Dodge",60000,"98000 ",2019,"Between Two Bridges (Bain Al Jessrain), Abu Dhabi",4,"Blue","Charger"
"Mercedes-Benz",72500,"87000 ",2018,"Mohammed Bin Zayed City, Abu Dhabi",4,"Black","CL-Class"
"Porsche",320000,"59000 ",2018,"Marina Village, Abu Dhabi",5,"White","Cayenne"
"Nissan",35000,"120 ",2017,"Mussafah, Abu Dhabi",4,"Silver","Altima"
"BMW",160000,"50000 ",2017,"Sheikh Khalifa Bin Zayed Street, Abu Dhabi",4,"Blue","5-Series"
"Lexus",102000,"377000 ",2012,"Al Shawamekh, Abu Dhabi",5,"White","LX-Series"
"BMW",430000,"300 ",2023,"Al Bateen, Abu Dhabi",4,"White","X6"
"Land Rover",34000,"280000 ",2010,"Al Falah Street, Abu Dhabi",4,"Brown","LR4"
"Chevrolet",63500,"12248 ",2019,"Al Khalidiyah, Abu Dhabi",5,"Brown","Equinox"
"Ford",28000,"205000 ",2014,"Al Hosn, Abu Dhabi",4,"Yellow","Focus"
"Mercedes-Benz",467000,"84000 ",2020,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","GLS-Class"
"Nissan",45000,"119000 ",2015,"Khalifa City A, Abu Dhabi",5,"White","Xterra"
"Kia",94000,"39500 ",2020,"Al Reem Island, Abu Dhabi",5,"Black","Sportage"
"Volvo",19500,"146000 ",2012,"Masdar City, Abu Dhabi",4,"White","S-Class"
"MINI",34500,"103000 ",2013,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"Grey","Cooper"
"Hyundai",65000,"27000 ",2019,"Zayed City (Khalifa City C), Abu Dhabi",3,"Other Color","Veloster"
"Toyota",36000,"187000 ",2013,"Abu Dhabi",4,"White","Camry"
"Nissan",35000,"166230 ",2017,"Mohammed Bin Zayed City, Abu Dhabi",4,"Black","Maxima"
"Hyundai",75500,"128301 ",2019,"Yas Island, Abu Dhabi",4,"White","H1"
"Ford",18000,"265000 ",2009,"Abu Dhabi",5,"Other Color","Flex"
"Ford",85000,"168000 ",2015,"Zayed City (Khalifa City C), Abu Dhabi",4,"Black","F-Series Pickup"
"BMW",39000,"76000 ",2014,"Yas Island, Abu Dhabi",4,"White","1-Series"
"Ford",15500,"310000 ",2012,"Al Muroor, Abu Dhabi",4,"Silver","Fusion"
"Jeep",18500,"212121 ",2000,"Al Nahyan, Abu Dhabi",4,"White","Cherokee"
"Mercedes-Benz",79000,"270000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Black","GL-Class"
"Alfa Romeo",125900,"25099 ",2020,"Yas Island, Abu Dhabi",4,"Grey","Giulia"
"Alfa Romeo",119900,"24335 ",2019,"Yas Island, Abu Dhabi",4,"Grey","Giulia"
"Alfa Romeo",169900,"28630 ",2020,"Yas Island, Abu Dhabi",4,"Grey","Stelvio"
"Alfa Romeo",119900,"24761 ",2019,"Yas Island, Abu Dhabi",4,"Black","Giulia"
"Land Rover",19500,"410300 ",2010,"Abu Dhabi",4,"Brown","Range Rover Sport"
"Alfa Romeo",161900,"23719 ",2019,"Yas Island, Abu Dhabi",4,"Red","Stelvio"
"Alfa Romeo",125900,"25005 ",2020,"Yas Island, Abu Dhabi",4,"Red","Giulia"
"Alfa Romeo",89900,"36151 ",2018,"Yas Island, Abu Dhabi",4,"White","GIULIETTA"
"Alfa Romeo",125900,"20671 ",2020,"Yas Island, Abu Dhabi",4,"Black","Giulia"
"Honda",85000,"45000 ",2019,"Abu Dhabi",4,"Red","Civic"
"Chevrolet",54000,"170000 ",2014,"Al Rahba, Abu Dhabi",4,"Red","Silverado"
"Mercedes-AMG",529000,"48000 ",2018,"Shakhbout City (Khalifa City B), Abu Dhabi",2,"Grey","GT"
"GAC",149900,"39 ",2023,"Yas Island, Abu Dhabi",4,"Black","GS8"
"Audi",168000,"65000 ",2020,"Al Maqtaa, Abu Dhabi",4,"Grey","Q3"
"GAC",99900,"32790 ",2021,"Yas Island, Abu Dhabi",4,"White","GS8"
"GAC",114900,"31936 ",2022,"Yas Island, Abu Dhabi",4,"Blue","GS8"
"Chevrolet",58000,"100000 ",2015,"Abu Dhabi",4,"Black","Silverado"
"Renault",22500,"5000 ",2015,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Fluence"
"Chevrolet",19200,"297350 ",2013,"Abu Dhabi",4,"Burgundy","Malibu"
"Lexus",195000,"106000 ",2016,"Al Reem Island, Abu Dhabi",4,"Blue","GS-Series"
"Hyundai",38000,"234000 ",2014,"Abu Dhabi",5,"White","Santa Fe"
"Porsche",73000,"88000 ",2011,"Al Bateen, Abu Dhabi",4,"Blue","Panamera"
"Lexus",58000,"117152 ",2014,"Al Reem Island, Abu Dhabi",4,"Black","ES-Series"
"Toyota",78000,"232000 ",2013,"Zayed City (Khalifa City C), Abu Dhabi",5,"White","Prado"
"Land Rover",130000,"179500 ",2014,"Al Matar, Abu Dhabi",4,"Blue","Range Rover Sport"
"Mercedes-Benz",665000,"56000 ",2019,"Abu Dhabi",5,"White","G-Class"
"Nissan",850000,"230000 ",2014,"Abu Dhabi",5,"White","Patrol"
"Dodge",155000,"122000 ",2019,"Zayed City (Khalifa City C), Abu Dhabi",5,"Black","Ram"
"Chevrolet",12500,"131000 ",2014,"Zayed City (Khalifa City C), Abu Dhabi",4,"White","Sonic"
"MG",35000,"68000 ",1971,"Abu Dhabi",2,"Red","GT"
"Nissan",62000,"21000 ",2020,"Mohammed Bin Zayed City, Abu Dhabi",5,"White","Navara"
"Mercedes-Benz",95000,"30000 ",2016,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","CLS-Class"
"BMW",32000,"223000 ",2011,"Al Reef, Abu Dhabi",4,"Black","5-Series"
"Audi",135000,"172000 ",2015,"Al Shamkha, Abu Dhabi",4,"White","S8"
"Chevrolet",37000,"188000 ",1992,"Al Ras Al Akhdar, Abu Dhabi",2,"Green","Corvette"
"Toyota",39000,"257999 ",2009,"Abu Dhabi",2,"White","Prado"
"Ford",145000,"53200 ",2017,"Al Reem Island, Abu Dhabi",4,"Red","Explorer"
"Mercedes-Benz",119000,"159000 ",2013,"Al Reem Island, Abu Dhabi",2,"Black","C-Class"
"BMW",465000,"0 ",2022,"Al Shawamekh, Abu Dhabi",5,"Grey","X5"
"BMW",439000,"12000 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","7-Series"
"Jeep",149000,"47000 ",2020,"Al Shawamekh, Abu Dhabi",3,"White","Wrangler"
"BMW",79000,"101146 ",2018,"Mussafah, Abu Dhabi",5,"Black","3-Series"
"Lexus",25000,"229000 ",2005,"Abu Dhabi",4,"Black","LS-Series"
"Toyota",25000,"240000 ",2011,"Al Shahama, Abu Dhabi",4,"Green","Sienna"
"Chevrolet",18500,"360000 ",2014,"Abu Dhabi",4,"White","Malibu"
"GAC",54900,"14274 ",2020,"Yas Island, Abu Dhabi",4,"Red","GA3"
"GAC",79900,"7366 ",2022,"Yas Island, Abu Dhabi",4,"White","GA6"
"Alfa Romeo",129900,"47492 ",2020,"Yas Island, Abu Dhabi",4,"White","Giulia"
"GAC",99900,"22689 ",2021,"Yas Island, Abu Dhabi",4,"Black","GS8"
"Nissan",72000,"360000 ",2016,"Airport Street, Abu Dhabi",4,"White","Patrol"
"Mercedes-Benz",278000,"107116 ",2017,"Abu Dhabi",5,"Silver","G-Class"
"Land Rover",130000,"150000 ",2016,"Abu Dhabi",4,"White","Range Rover"
"Lexus",350000,"859 ",2022,"Abu Dhabi Airport Freezone (ADAFZ), Abu Dhabi",4,"White","LX600"
"Land Rover",195000,"43000 ",2019,"Al Reem Island, Abu Dhabi",4,"Black","Range Rover Velar"
"Toyota",147700,"0 ",2023,"Al Shawamekh, Abu Dhabi",2,"White","FJ Cruiser"
"Toyota",302400,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Chevrolet",147700,"0 ",2022,"Al Shawamekh, Abu Dhabi",2,"Black","Silverado"
"Nissan",154300,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"Black","Patrol"
"Nissan",343000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"GMC",214300,"0 ",2021,"Al Shawamekh, Abu Dhabi",4,"White","Sierra"
"Chevrolet",138100,"0 ",2021,"Al Shawamekh, Abu Dhabi",2,"White","Silverado"
"Nissan",247700,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Toyota",101500,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Hilux"
"Nissan",93400,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","X-Trail"
"Toyota",105800,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Hilux"
"GMC",261000,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"Black","Yukon"
"Toyota",331500,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Nissan",293400,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Nissan",266700,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Chevrolet",159100,"0 ",2022,"Al Shawamekh, Abu Dhabi",2,"Black","Silverado"
"Toyota",152400,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Fortuner"
"Nissan",133400,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Patrol"
"Toyota",312400,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",261000,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Toyota",106200,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Hilux"
"Toyota",276200,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Land Cruiser"
"Dodge",119100,"0 ",2022,"Al Shawamekh, Abu Dhabi",2,"White","Ram"
"Chevrolet",69600,"0 ",2023,"Al Shawamekh, Abu Dhabi",4,"White","Groove"
"Volkswagen",147700,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"Grey","ID.6"
"Dodge",209600,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","Ram"
"Volkswagen",138100,"0 ",2022,"Al Shawamekh, Abu Dhabi",4,"White","ID.6"
"Audi",149000,"130000 ",2017,"Al Shawamekh, Abu Dhabi",4,"Black","Q7"
"BMW",145000,"98000 ",2015,"Al Shawamekh, Abu Dhabi",4,"Brown","X6"
"Mitsubishi",27000,"200000 ",2010,"Khalifa City A, Abu Dhabi",5,"Beige","Pajero"
"Dodge",35000,"190000 ",2014,"Al Shamkha, Abu Dhabi",4,"White","Charger"
"Toyota",62000,"32000 ",2020,"Khalifa City A, Abu Dhabi",5,"White","Rush"
"Can-am",150000,"0 ",2023,"Abu Dhabi",4,"Black","Maverick X3"
"Hyundai",50000,"51000 ",2016,"Abu Dhabi",4,"Orange","Tucson"
"Mercedes-Benz",76500,"121000 ",2014,"Zayed City (Khalifa City C), Abu Dhabi",4,"Silver","M-Class"
"Land Rover",45000,"208500 ",2013,"Zayed City (Khalifa City C), Abu Dhabi",4,"Black","Range Rover Sport"
"Hyundai",24000,"170000 ",2012,"Al Nahyan, Abu Dhabi",4,"White","Sonata"
"Nissan",132000,"129500 ",2016,"Al Reem Island, Abu Dhabi",4,"White","Patrol"
"Chevrolet",21000,"70000 ",2014,"Al Bateen, Abu Dhabi",4,"White","Cruze"
"Hyundai",60000,"74000 ",2018,"Zayed City (Khalifa City C), Abu Dhabi",5,"Silver","Grand Santa Fe"
"Nissan",20000,"200000 ",2014,"Al Nahyan, Abu Dhabi",4,"Red","Altima"
"Toyota",28500,"209000 ",2008,"Zayed City (Khalifa City C), Abu Dhabi",5,"Other Color","Previa"
"Jaguar",15000,"280000 ",2009,"Zayed City (Khalifa City C), Abu Dhabi",4,"Blue","X-Type"
"Mercedes-Benz",39000,"147000 ",2008,"Al Shamkha, Abu Dhabi",5,"Silver","GL-Class"
"Nissan",105000,"159000 ",2016,"Abu Dhabi",4,"Brown","Patrol"
"Cadillac",55000,"0 ",1980,"Al Samha, Abu Dhabi",4,"Blue","Fleetwood"
"Nissan",32000,"290000 ",2016,"Al Khalidiyah, Abu Dhabi",4,"White","Altima"
"Toyota",35000,"189000 ",2013,"Al Mina, Abu Dhabi",4,"Silver","Previa"
"Jeep",58000,"59000 ",2020,"Abu Dhabi",4,"Grey","Cherokee"
"MINI",35000,"61000 ",2013,"Al Muroor, Abu Dhabi",4,"Silver","Countryman"
"Nissan",35000,"128000 ",2016,"Al Muroor, Abu Dhabi",4,"Grey","Altima"
"Toyota",97000,"47000 ",2016,"Al Reem Island, Abu Dhabi",5,"Blue","FJ Cruiser"
"Mercedes-Benz",33500,"165000 ",2012,"Mohammed Bin Zayed City, Abu Dhabi",4,"Red","C-Class"
"Tesla",235000,"50 ",2022,"Yas Island, Abu Dhabi",4,"Black","Model 3"
"Land Rover",729000,"3500 ",2023,"Zayed City (Khalifa City C), Abu Dhabi",5,"White","Range Rover Sport"
"Audi",295000,"48000 ",2020,"Al Shawamekh, Abu Dhabi",4,"Black","Q8"
"BMW",68000,"160000 ",2016,"Al Shawamekh, Abu Dhabi",4,"Brown","3-Series"
"Mercedes-Benz",460000,"31100 ",2019,"Al Bahia, Abu Dhabi",4,"White","GT"
"GMC",48000,"178000 ",2011,"Al Mushrif, Abu Dhabi",4,"Grey","Yukon"
"Toyota",19700,"510000 ",2010,"Abu Dhabi",4,"Grey","Corolla"
"Mercedes-Benz",25000,"200 ",2007,"Zayed City (Khalifa City C), Abu Dhabi",4,"Grey","C-Class"
"Rolls Royce",648000,"50000 ",2015,"Al Bahia, Abu Dhabi",2,"White","Wraith"
"Mercedes-Benz",99000,"113000 ",2015,"Al Shawamekh, Abu Dhabi",4,"White","CLA"
"Mercedes-Benz",139000,"98000 ",2019,"Al Shawamekh, Abu Dhabi",4,"Blue","A200"
"Mercedes-Benz",149000,"220000 ",2014,"Al Shawamekh, Abu Dhabi",4,"Silver","S-Class"
"Ford",38000,"90000 ",2013,"Corniche Area, Abu Dhabi",5,"Burgundy","Edge"
"Mercedes-Benz",25500,"265000 ",2009,"Mohammed Bin Zayed City, Abu Dhabi",5,"Gold","S-Class"
"Mercedes-Benz",45000,"156000 ",2012,"Al Markaziya, Abu Dhabi",5,"Black","GL-Class"
